100000115,thám tử sói (12 tập) (cuticle detective inaba),"được lai tạo giữa người và sói, hiroshi có khả năng đánh hơi cũng như biến đổi ngoạn mục từ người sang sói và sở hữu sức mạnh kinh hoàng khiến bọn tội phạm luôn phải khiếp sợ. cùng với cộng sự là yuuta và kei, thám tử hiroshi tìm cách tóm gọn giáo sư dê don valentino và đồng bọn."
100000117,cuộc giải cứu cuối cùng (the last rescue),"không bao lâu sau ngày đổ bộ, ba người người lính mỹ và hai quân y lọt vào vòng vây kẻ địch. trong lúc cố thoát khỏi hiểm cảnh, họ đã bắt được một tướng lĩnh cấp cao của đức làm tù binh. lấy bối cảnh thế chiến thứ hai, phim đã tái dựng chân thật bức tranh chiến tranh đầy căng thẳng và nghẹt thở."
100000142,bản tin trang nhất (a-1 headline),"bạn trai của ling đột ngột qua đời trong một tai nạn xe hơi, nhưng qua điều tra, đây là một vụ mưu sát được ngụy trang khéo léo. nội dung hồi hộp, khó đoán cùng dàn sao hạng a giúp phim giành cú đúp kịch bản và phim xuất sắc do hội phê bình điện ảnh hồng kông trao tặng."
100000143,chấp pháp tiên phong (righting wrongs),"do bất mãn trước việc pháp luật dường như bảo vệ những kẻ xấu, nhằm đòi lại công lý, công tố viên chính nghĩa hạ lệnh chính không ngại dấn thân vào nguy hiểm, đơn thân độc mã điều tra vụ án bất chấp các thế lực xấu xa. vừa đấu trí vừa đấu võ, hành trình tìm lại công lý của hạ lệnh chính liệu có thành công?"
100000148,kẻ trộm mộ: huyền thoại trở lại (mojin - the lost legend),"là phim được trông đợi nhất nhì năm 2015 vì được chuyển thể từ tiểu thuyết nổi tiếng ma thổi đèn. dàn diễn viên toàn sao, đề tài “trộm mộ” mới mẻ, tình tiết gay cấn hấp dẫn, kĩ xảo hoành tráng chính là yếu tố khiến phim trở thành một trong những tác phẩm ăn khách nhất lịch sử chiếu rạp."
100000162,những ngày cuối chuyến lưu diễn (the end of the tour),"phim kể về cuộc phỏng vấn kéo dài năm ngày giữa phóng viên tờ rolling stone david lipsky và tiểu thuyết gia nổi tiếng david foster wallace. dựa trên cuốn hồi ký bán chạy nhất david lipsky, phim được hoan nghênh rộng rãi từ các nhà phê bình và được chấm điểm cao trên các bảng xếp hạng."
100000164,cổ mộ kỳ bí (tomb mystery),"nhóm sinh viên khảo cổ học, anh thợ điêu khắc cùng với một nhà đầu tư quyết định đi thám hiểm lăng mộ công chúa cao dương đời đường. dù đã chuẩn bị tâm lý “một đi không về”, nhưng khi đối mặt với những bí ẩn nơi cổ mộ và những cái bẫy chết người vẫn khiến các thành viên kinh hoàng khiếp sợ."
100000165,khám phá bí ẩn của mặt trời (the secret life of the sun),"bộ phim tài liệu khám phá mặt trời được chiếu trên đài bbc. theo chân giáo viên vật lý kate humble và tiến sĩ helen czerski, người xem sẽ được chứng kiến sự hình thành, phát triển và cả những hiện tượng kỳ thú liên quan đến hành tinh lớn nhất trong hệ mặt trời này."
100000166,cuộc nổi dậy của quân spetsnaz (outpost rise of the spetsnaz),"trong thế chiến ii, đức quốc xã đã phát triển một đội quân zombie bất khả chiến bại. đội quân spetsnaz của nga có nhiệm vụ phải phá bỏ tất cả các cơ sở phòng thí nghiệm, tiêu diệt những tên quái thú đầu tiên, trước khi chúng được nhân rộng ra khắp châu âu."
100000171,chiến binh mặt nạ 2 (phần 2) (kamen rider gaim gaiden 2 (part 2)),"sau 2 năm kể từ khi kaito ra đi, zack quyết định đi new york, giao cho peko làm nhóm trưởng baron. nhưng khi nghe tin shura, kẻ đã bị đuổi khỏi baron đã tự lập nhóm riêng với tên gọi neo baron, zack quyết định quay về thiết lập lại trật tự với sức mạnh kamen rider knuckle vượt trội."
100000173,giải cứu điệp viên (extraction),"trong lúc thực hiện nhiệm vụ cuối cùng trước khi về hưu, điệp viên cia leonard turner đã bị bọn khủng bố bắt giữ cùng một chương trình tin tặc nguy hiểm. bị cấp trên loại khỏi cuộc điều tra, con trai của leonard, cũng là một đặc vụ cia, quyết định tự mình thực hiện chiến dịch giải cứu bố."
100000213,thợ săn mỹ thực (tập đặc biệt) (toriko kaimaku - gourmet adventure),"ngôi làng teran plains bị tấn công bởi những người khổng lồ đang đói khát gerold, cậu bé peck tìm tới thợ săn cao lương mỹ vị toriko để nhờ giúp đỡ. nhưng chờ cặp đôi phía trước, không chỉ là lũ gerold hung dữ được toriko coi như là phần thưởng, mà còn vô vàn thú dữ nguy hiểm."
100000228,vùng đất dữ (dixieland),"vừa mới ra tù, chàng trai trẻ kermit đã ngay lập tức phải lòng cô hàng xóm xinh đẹp rachel, một vũ nữ thoát y. thế nhưng, chuyện tình đẹp của đôi bạn trẻ lại không gặp nhiều may mắn khi xung quanh họ đầy rẫy những cám dỗ tiền tài luôn tìm cách đẩy cả hai vào bước đường cùng."
100000229,lượm nhặt tình yêu (penny pinchers),"ji woong là cậu chàng vô công rồi nghề, suốt ngày lêu lổng để rồi bị mẹ đuổi khỏi nhà. đúng lúc túng quẫn, anh gặp hong sil, cô nàng có ""sở thích"" đến các ngân hàng để gửi tiền tiết kiệm. nhận được lời đề nghị hấp dẫn, ji woong cứ ngỡ mình đã gặp may, nhưng sự thật liệu có phải vậy?"
100000243,võ lâm ngoại sử (41 tập) (wulin waishi),"đúng vào ngày đại thọ, châu phú quý nhận được thiệp cầu hôn, những tưởng kẻ giấu mặt muốn cưới thiên kim tiểu thư của mình. nào ngờ khi ba món võ lâm chi bảo được đưa đến làm sính lễ, bao chuyện tình đẫm lệ, những mối hận sâu sắc không lối thoát cũng dần được hé lộ từ đây."
100000284,hồ sơ săn ma (blind spot),"tương truyền rằng, ai vào tòa nhà ma ám sẽ nhìn thấy một thế giới khác và phải chết. vì tò mò hân viên và đám bạn đã đến đó, kết quả khi về nhà cô liên tục nhìn thấy ma. quá hoang mang, cô tìm đến bác hàm – một thám tử nổi tiếng chuyên săn ma, cùng anh khám phá những sự thật tồi tệ."
100000327,cuộc chiến trắc ẩn (close range),"colton muốn sống lương thiện, không phiền đến ai. nhưng số phận rõ ràng không cho anh làm điều đó, khi đẩy tay cựu binh vào một cuộc chiến với tên cảnh sát trưởng biến chất cùng bè lũ buôn lậu thuốc phiện, tất cả chỉ để bảo vệ gia đình anh ta, nhất là đứa con gái bé nhỏ."
100000351,nhất đỏ nhì đen (phần 2) (who is the winner (season 2)),"ra đời đúng thời điểm cực thịnh của dòng phim cờ bạc, bộ phim đã tạo nên cơn sốt khắp châu á. phần hai bắt đầu từ mối ân oán giữa trương thiên đỉnh và hồng phong, người thì lợi dụng nhiếp vạn phong để trả thù, kẻ lại lôi kéo thạch chí khang giúp đỡ khiến giới ""đỏ đen"" dậy sóng."
100000352,thiên đường đen (black heaven),"chìm đắm vào đam mê với một cô gái bí ẩn, gaspard bị cuốn vào “black hole”, một thế giới đen tối trong game với những nguy hiểm chết người. phim với sự góp mặt của louise bourgoin, nữ phát thanh viên và diễn viên nổi tiếng của pháp với những cảnh quay táo bạo dưới nước."
100000360,thiên thượng thiên hạ (24 tập) (tenjou tenge),"ngày đầu nhập học trường toudou, nagi souichiro và makihara bob có ý định “choảng” bất cứ tên nào họ thấy ngứa mắt, theo cách đã từng làm ở những ngôi trường trước. nhưng họ sớm nhận ra todou không phải ngôi trường bình thường, một số học sinh còn sở hữu khả năng siêu nhiên."
100000409,ác khách (the angry guest),"phần 2 của bộ phim ""quyền kích"" tiếp tục đem đến những màn đấu trí - đấu võ căng thẳng làm mãn nhãn người xem. lần này, bộ đôi anh hùng lâm vào cảnh ""thập diện mai phục"", giữa một bên là những hiểm họa mới, một bên là kẻ thù năm xưa vừa vượt ngục và quyết trả thù."
100000413,chiến binh balala: công chúa camellia (balala the fairies princess camellia),"để xổng ba con thú ma thuật nguy hiểm, công chúa camellia xứ poka poka phải đến thế giới loài người truy bắt chúng. tại đây, sau khi gặp các nữ chiến binh ma tiên balala cũng đang ẩn mình tại trái đất, cô đã cùng họ thu phục ma thú và chống lại một âm mưu đoạt quyền tại quê nhà."
100000414,ác mộng đêm giáng sinh (a christmas horror story),"trong đêm giáng sinh, một loạt những câu chuyện kinh dị đã đan xen xảy ra. một gia đình sau khi chặt cây thông về gặp liên tiếp những rắc rối, một cậu học sinh trở thành mối nguy của những người xung quanh, trong khi đó, ông già noel đang phải gồng mình chống lại lũ ma quỷ."
100000437,bộ sáu dở hơi (the ridiculous 6),"tập hợp những cây hài quen thuộc của hollywood, phim theo chân hành trình cướp tiền cứu cha của sáu anh em cùng cha khác mẹ với những cá tính và biệt tài không giống ai. sứ mệnh đó không hề dễ dàng khi có những tên cướp khác luôn lăm le chiếm lấy chiến lợi phẩm của họ."
100000441,vị khách ngoài hành tinh (impossible),"danh hài vương bảo cường của lạc lối ở thái lan vào vai lực quả - ông bố đau khổ vì mất con. lực quả “may mắn” bị thiên thạch va trúng, trở thành “chuột bạch” thí nghiệm cho người ngoài hành tinh. kể từ đó, cuộc sống của anh sôi nổi trở lại, đồng thời nghi vấn về tai nạn xe năm xưa cũng dần sáng tỏ."
100000488,châu phi: thảo nguyên serengeti (africa the serengeti),"người xem được đắm mình vào không gian thiên nhiên châu phi hoang dã, hùng vĩ tại serengeti, vùng đồng cỏ rộng lớn ở tanzania. mỗi năm một lần, vào mùa khô, 2 triệu con linh dương, ngựa vằn lại hướng về phương bắc để tìm thức ăn và bạn tình, tạo nên một cảnh tượng kì thú."
100000498,naruto ngoại truyện: rock lee (51 tập) (rock lee and his ninja pals),"được phóng tác dựa theo bộ manga cùng tên, phim được vẽ theo phong cách chibi và xoay quanh rock lee - một ninja không thể sử dụng nhẫn thuật của làng lá. ẩn chứa trong các câu chuyện hài hước là những bài học về ý chí và sự kiên cường, trong sáng của thiên tài nỗ lực: rock lee."
100000556,đội cảnh sát hai người (20 tập) (cid),"tác phẩm truyền hình kinh điển của singapore, xoáy sâu vào mối quan hệ phức tạp của các nhân vật: cảnh sát trần long, cảnh sát chìm khang tư vĩ và nhân viên phòng giám định phương gia nghi. giữa họ không chỉ có mối liên hệ đồng nghiệp, mà còn đan xen cả tình bạn, tình yêu và tình đồng nghiệp."
100000564,sóng tử thần (the wave),"dựa trên một thảm họa thiên nhiên từng xảy ra ở na uy, phim là cuộc đấu tranh giành giật sự sống của những người dân ở thị trấn geiranger khi một cơn sóng thần cao đến 80m chuẩn bị ập đến. họ chỉ có mười phút để chạy thoát đến nơi an toàn trước khi sóng dữ nhấn chìm tất cả."
100000581,10 phát hiện lớn nhất về ai cập cổ đại (egypts ten greatest discoveries),"khảo cổ gia zahi hawass đã cùng các đồng sự của mình chọn ra 10 khám phá mà theo họ là vĩ đại nhất về ai cập cổ đại. từ những trận đại chiến cho tới các công trình kiến trúc không tưởng, tất cả đều góp phần vẽ nên một bức tranh sinh động và nhiệm màu về nền văn hóa rực rỡ bên bờ sông nile."
100000627,thiên hạ đệ nhất kiếm (35 tập) (the royal swordsmen),"dưới thời nhà minh, tứ đại mật thám được tiên hoàng đích thân chỉ điểm, với sứ mệnh bảo vệ hộ long sơn trang và hoàng tộc trước những thế lực đối đầu. họ vì thế mà hết lòng chiến đấu, chịu đựng bao biến động khổ đau, để rồi cuối cùng nhận ra tất cả chỉ là những quân cờ trong trận đánh của kẻ đứng sau."
100000645,tình yêu đam mê (24 tập) (mood market),"vốn có thành kiến với mẹ kế bongkot nên sau khi bố mất, thrat không muốn tiếp quản công việc kinh doanh của gia đình. rồi anh gặp và phải lòng gang. vô tình, gang lại là cháu gái bongkot, chính điều này đã khiến anh tức giận và tìm mọi cách trút giận lên đầu cô."
100000655,tâm hồn lạc lối (knight of cups),"tuy là một biên kịch thành công ở hollywood, rick vẫn cảm thấy chán chường với cuộc sống. anh luôn đi tìm kiếm ý nghĩa cho cuộc đời mình qua những cuộc tình si mê và cuồng dại. tập hợp nhiều diễn viên hạng a, phim là một tác phẩm điện ảnh ấn tượng đến từ đạo diễn ""tree of life""."
100000662,người vợ mạo danh (30 tập) (impostor),"một cô gái xấu xí quyết định phẫu thuật thẩm mỹ để “mạo danh” thành người khác trong lúc cô ấy mất tích… nội dung mới lạ cùng dàn diễn viên tài năng xinh đẹp, trong đó có hoa hậu quốc tế 2005 lara quigaman đã tạo nên thành công về doanh thu lẫn giải thưởng cho phim."
100000697,thám trưởng lôi lạc (lee rock),"lôi lạc đến hồng kông quyết chí lập nghiệp rồi gia nhập đội cảnh sát. cảnh sát trần nhận thấy anh gan dạ nên đã dạy dỗ và cất nhắc anh làm đội trưởng trinh thám. từ đây, lạc bắt đầu bước vào con đường tội lỗi, một mặt thu vén bổng lộc, mặt khác vung tiền mua chức tổng thám trưởng toàn cảng."
100000708,rung động trái tim (fall in love like a star),"tái hiện đầy sống động chuyện tình yêu hiện đại, đầy ngọt ngào nhưng cũng nhiều trắc trở trong giới showbiz. trong phim, lý dịch phong vào vai tô tinh vũ, một ngôi sao nổi tiếng trong làng giải trí. dù có nhiều người đẹp theo đuổi nhưng tinh vũ lại một lòng một dạ yêu điền tâm, người quản lý của mình."
100000710,điệu van - xơ mùa xuân (23 tập) (spring waltz),"tình cờ gặp nhau trên đất áo, jae ha không thể ngờ rằng eun young chính là bóng hình năm xưa của mình. 15 năm xa cách, mùa xuân đã mang tình yêu của họ quay trở lại. một câu chuyện tình lãng mạn và đẫm nước mắt, nằm trong series bốn mùa của đạo diễn yoon suk ho."
100000729,huyền thoại phương thế ngọc (the legend),"phương thế ngọc “mình đồng da sắt”, thông minh và có tư chất võ thuật từ nhỏ. là đệ tử phái thiếu lâm, những chiêu thức võ công của thế ngọc liên quan rất lớn đến hồng quyền sau này. tác phẩm giành giải thưởng điện ảnh hồng kông và kim mã cho chỉ đạo hành động xuất sắc nhất."
100000760,gã điệp viên đào hoa (oss 117 lost in rio),"siêu điệp viên bí danh oss 117 được cử đến brazil để theo dõi một cựu binh của đức quốc xã, kẻ đang tống tiền nước pháp. khác với sự căng thẳng ngặt thở như 007, phim mang kiểu chọc cười châm biếm của người pháp với sự góp mặt của tài tử từng đoạt giải oscar jean dujardin."
100000761,bạn gái cũ (ex),"sau 4 năm yêu nhau, châu di và gia bình quyết định chia tay. số phận lại sắp xếp cho họ gặp nhau nhưng giờ anh đã có người yêu còn cô gặp nạn. vì tình xưa nghĩa cũ, bình và bạn gái đã cho di tá túc. đối mặt với tình cảm giữa 3 người, những cảm xúc khác nhau khiến họ mâu thuẫn."
100000763,gái ế lên ngôi (the last woman standing),"được đánh giá là bộ phim lãng mạn “phải xem” của điện ảnh hoa ngữ trong năm 2015. nhân vật chính là thịnh như hi, một “cô gái thà ế chứ không vội kết hôn” do thư kỳ thủ vai. dựa trên cuốn tiểu thuyết ăn khách cùng tên, phim khắc họa cuộc sống và tình yêu của nữ giới trong xã hội hiện đại."
100000768,hoạt hình người lớn (petty romance),"cô nàng dịch giả thất nghiệp da rim vì ham tiền mà quyết định hợp tác với jung bae, một hoạ sĩ truyện tranh gàn dở, tham gia cuộc thi sáng tác truyện tranh “người lớn”. vì cùng làm việc dưới một mái nhà, mà hai người không tránh khỏi những tình huống hài hước, cười ra nước mắt."
100000808,yamada và 7 phù thủy (12 tập) (yamada-kun and the seven witches),"một tai nạn xảy đến khiến yamada, học sinh cá biệt, và shiraishi, cô nữ sinh ưu tú hoán đổi cơ thể cho nhau. bao chuyện oái oăm từ đó xảy ra đem đến những tiếng cười thú vị, nhưng cũng nhờ vậy mà họ tìm ra được bí mật về 7 phù thủy đang ẩn náu trong trường."
100000853,hai giờ ngoại tình (5 to 7),"chàng, 24 tuổi, chật vật với nghề viết lách. nàng, 33 tuổi và đã kết hôn. tình cờ trò chuyện, họ ngầm hiểu tiếng sét tình ái đã chạm đến cả hai và hẹn gặp nhau vào mỗi chiều từ 5 đến 7 giờ. bộ phim đáng nghĩ suy về tình yêu, khi tiếng nói con tim bị đặt giữa giá trị hôn nhân và gia đình."
100000872,băng đảng mumbai (anjaan),"raju bhai và chandran cùng nhau điều hành một băng đảng ở mumbai và dọn sạch mọi thứ có thể ngáng đường họ. rắc rối xảy ra khi đối thủ của hai anh chàng là krishna, kẻ đang quyết tâm tìm ra hung thủ đứng sau cái chết của người anh họ imran bhai, cũng chính là một tay anh chị có tiếng."
100000905,tình yêu quỷ dữ (27 tập) (marn kammathep),"dù cha mẹ không đồng ý nhưng na ning vẫn quyết định kết hôn với chàng kỹ sư đầy khí chất pedro. theo chồng về dinh trong niềm vui ngập tràn, na ning không hề biết kiếp làm dâu khổ sở và giông tố đã phủ kín con đường phía trước cô đi bởi mối hận tận xương tuỷ của nhà chồng."
100000961,trở lại tuổi hai mươi (20 once again),"buồn tủi vì bị gia đình đưa vào viện dưỡng lão, bà lão khó tính mộng quân quyết định chụp bức ảnh cuối cùng và bất ngờ trở về tuổi đôi mươi xuân sắc. cô gái 20 tuổi ấy tình cờ gặp lại cháu trai, anh chàng phải lòng chính bà nội “phiên bản trẻ hoá” kéo theo bao chuyện dở khóc dở cười."
100000985,chiến binh mặt nạ 2 (phần 1) (kamen rider gaim gaiden 2 (part 1)),"dự án đặc biệt tiếp theo của loạt phim đình đám kamen rider gaim, tiếp tục xoay quanh hai nhân vật chính takatora kureshima và kumon kaito trong cuộc chiến không ngừng nhằm chống lại cái ác. phim ghi dấu nhờ dàn diễn viên thực lực và những cảnh quay hấp dẫn."
100000996,giải cứu con tin (saving mr wu),"dựa trên một sự kiện có thật từ 11 năm về trước, kể về một nam diễn viên bất ngờ bị bắt cóc. với cách thức táo tợn, bọn bắt cóc giả danh cảnh sát để tiếp cận và khống chế nạn nhân. để tăng tính chân thực cho tác phẩm, nạn nhân trong vụ việc đã được mời tham gia đóng phim."
100000997,yến chi khấu (rouge),"bom tấn một thời của điện ảnh hồng kông, từng giành hàng loạt giải thưởng quan trọng tại các liên hoan phim quốc tế. chuyện phim kể về cuộc đời đầy bi thương nhưng cũng không kém phần ngọt ngào của nàng kỹ nữ như hoa, cùng mối tình sống để lại, chết mang theo với đại thiếu gia trần chấn bang."
100001068,bao thanh thiên (phần 5) (justice pao (season 5)),"những tội ác ẩn mình, nỗi oan thấu tận trời xanh, ân oán và thù hận cùng bi hài của nhân tình thế thái… đều được phơi bày trước công đường khai phong phủ. bộ phim thành công vang dội ở nhiều nước châu á và từng là ""món ăn tinh thần"" của hàng triệu khán giả việt nam mỗi ngày."
100001071,sát thủ red herring (red herring),"mảnh đất ăn chơi las vegas luôn ẩn chứa nhiều cạm bẫy, và jack, một thám tử từng có quá khứ bất hảo phải đưa ra một quyết định khó khăn. đó là nên tin hay không tin bạn thân nhất của mình, người đang là kẻ tình nghi số một trong vụ án mà mình đang điều tra."
100001097,bí ẩn thế giới hoang dã ấn độ: vương quốc loài voi (secrets of wild india elephant kingdom),"ẩn sâu trong dãy himalaya hùng vĩ là từng đàn lớn những loài động vật ăn cỏ khổng lồ cuối cùng của ấn độ: tê giác một sừng, trâu rừng và voi châu á. qua góc nhìn của một con voi mới sinh, người xem như được đi thăm một vùng đất đầy sự tương phản bất ngờ và muôn màu muôn vẻ."
100001130,tiếng tơ đồng (30 tập) (tieng to dong ),"với những tình tiết nhẹ nhàng được đan cài khéo léo và cảm động, phim là câu chuyện đầy xúc cảm về tình yêu, tình mẫu tử và tình người. vì sự ích kỷ, sự phân chia giai cấp, kỳ thị sang hèn đã khiến một mối tình tan vỡ và kéo theo bao nhiêu hệ lụy cho thế hệ sau."
100001135,phía bắc tây bắc (north by northwest),thương gia roger thornhill bị một nhóm gián điệp nhìn lầm thành mật vụ chính phủ và bị vu tội giết người. giờ đây anh phải tìm cách minh oan cho mình trong lúc trốn chạy sự truy đuổi của cảnh sát và những tên gián điệp nguy hiểm.
100001136,tình cha (51 tập) (tasty life),"một cựu cảnh sát điều tra từng khiến người khác phải khiếp sợ, giờ trở thành một ông bố dễ thương của bốn cô con gái. hóa ra việc đeo tạp dề cũng khó không kém việc đi phá án. nhẹ nhàng mà ý nghĩa, phim là sự lựa chọn hoàn hảo cho những ông bố, bà mẹ trẻ."
100001139,100 triệu năm trước công nguyên (100 million bc),"giáo sư frank reno vì muốn giải cứu những người đồng đội xưa, đã quyết định cùng một nhóm binh sĩ tinh nhuệ trở về kỷ phấn trắng. rắc rối xảy ra khi ông vô tình đưa một đại diện của giống loài hùng mạnh nhất từng tồn tại trên mặt đất: khủng long, về los angeles thời hiện đại."
100001141,cảnh giới luân hồi (25 tập) (kyoukai no rinne (tv)),"trở về nhà sau thời gian mất tích, cô bé sakura có khả năng thấy được hồn ma. tại trường học, chiếc bàn kế bên sakura từ đầu năm đã không có ai ngồi, bỗng một ngày xuất hiện một cậu bạn tinh quái. cùng nhau, cả hai bắt đầu hành trình khám phá thế giới tâm linh đầy hài hước."
100001147,k: sự trở về của các đế vương (13 tập) (k return of kings),"tại nhật bản lúc hiện đại, nơi mà lịch sử chồng chéo mọi thứ với thực tế, có bảy vị vua của các gia tộc lớn mạnh cùng tồn tại. chính điều này là nguyên nhân xảy ra các cuộc chiến khiến loạn lạc xảy ra khắp nơi. liệu số phận của các vị vua sẽ ra sao và ai sẽ là người thống nhất tất cả?"
100001155,trong vòng nguy hiểm (inside ring),"bố già milo đứng đầu gia tộc malakian khét tiếng, điều khiển xã hội đen bằng bàn tay sắt. vậy nhưng, cậu con trai anton và cũng là người thừa kế duy nhất luôn muốn cuộc sống tự do với tình yêu của đời mình. không còn cách nào khác, anton phải thoát khỏi thế giới tanh mùi máu ấy."
100001161,thần bài 3: phát tài phát lộc (from vegas to macau iii),"đánh dấu sự trở lại của loạt phim hài hành động ăn khách nhất tại hồng kông. những tưởng có thể an tâm rút lui khỏi chốn đỏ đen để chăm sóc gia đình, đột nhiên thần bài cao tiến bị kéo vào vòng xoáy âm mưu với biết bao rắc rối dở khóc dở cười, khiến anh và người thân một phen “lên bờ xuống ruộng”."
100001245,một chuyến đi nơi hoang dã (a walk in the woods),"bill bryson thay vì nghỉ ngơi sau khi về hưu thì ông lại tạo ra thử thách cho chính mình. người duy nhất có thể đi cùng ông là katz, người bạn cũ bị mất liên lạc từ lâu. vấn đề là hai người có cách nghĩ khác nhau của từ “phiêu lưu” và điều đó đã gây ra những tình huống oái ăm."
100001255,lệ tình lãng tử (as tears go by),"lưu đức hoa vào vai một một tay anh chị khét tiếng trong vùng. vốn quen chém giết và ăn chơi, nhưng từ khi có tình cảm với cô em họ, anh chàng thay đổi hẳn tính nết. thật không may, cuộc sống bình yên của họ không kéo dài lâu khi vướng vào rắc rối với một trùm giang hồ."
